,tickers,company overview
68,298050,"동사는 2018년 6월 1일 효성의 산업자재 부문이 인적분할하여 신설되었으며 동사와 해외종속회사의 사업은 제품 및 제조공정의 특징, 시장 및 판매방법의 특징 등에 따라 산업자재, 섬유 및 기타 부문으로 구분. 산업자재 부문의 타이어보강재는 타이어제조에 필수적으로 사용되며, 대표제품으로 타이어코드와 스틸코드가 있음. 섬유부문의 제품은 고부가가치, 고기능성 섬유소재로써 주로 의류용으로 사용되는 스판덱스, 폴리에스터 원사가 있음."
69,003560,"동사는 PP사로써 방송프로그램을 자체 제작하거나 외부에서 구입하여 SO, 위성방송, IPTV 플랫폼에 공급하고 있으며 맛있는 녀석들 나혼자산다 등의 프로그램을 자체 제작 중. 주요 종속회사 등을 통해 영화 제작 및 매지니먼트업 등을 영위 중이며 박기웅, 양수경, 오광록 등의 연기자 및 가수 등과 전속 계약을 체결. IHQ, IHQ Show, IHQ Drama 등 채널을 운영 중으로 수신료 매출, 광고매출 수익을 실현 중."
70,175330,"2013년 전북은행의 주주로부터 주식이전 방법으로 설립된 금융지주회사로 자회사에 대하여 경영관리와 이에 부수하는 자금지원, 자금조달 등을 영위함. 전북은행, 광주은행, JB우리캐피탈, JB자산운용, JB인베스트먼트를 자회사로, 프놈펜상업은행, JB캐피탈 미얀마, JB증권 베트남 JB프놈펜자산운용 등을 손자회사로 둠. 2021년 전북은행 자회사로 캄보디아에 자산운용사 설립하였으며, 2022년 신기술금융사인 메가인베스트먼트 인수함."
71,234080,"1994년 5월 10일 중외화학으로 설립되어, 2011년 3월23일 JW생명과학 주식회사로 사명을 변경함. 글로벌 수액제조사인 미국 박스터사와 독점 라이선스아웃 및 수출계약을 체결하였으며, 아시아 최초로 종합영양수액(TPN) 생산시설에 대한 EU-GMP 인증을 획득함. HP연구센터는 수액관련 기술을 이끌며 축척해 온 노하우를 바탕으로 고객이 사용하는 모든 제품으로 연구 개발영역을 확대 중임."
72,001060,"동사는 의약품의 연구, 개발, 제조, 판매를 주요 사업으로 하며 치료제 중심으로 병원시장을 선도하고 있음. 리바로, 트루패스, 시그마트, 악템라 등 강력한 오리지널 파이프라인, 세계 5대 수액제 브랜드로 오메가3와 오메가6를 이상적으로 배합한 3세대 3챔버 영양수액 위너프 등을 보유. 피타바스타틴과 에제티미브를 결합한 2제 복합신약을 국내 최초로 품목허가를 받았음."
73,001067,Company overview not found on the webpage.
74,001065,Company overview not found on the webpage.
75,096760,"동사는 2007년 JW중외제약으로부터 투자 사업부문과 해외 사업부문을 인적분할하여 지주회사로 설립되었음. 자회사와 손자회사들이 생산하는 원료, 완제의약품, 의료기기 등에 대한 해외사업을 직접 담당하며, 관리업무 대행과 자회사 지분이익, 브랜드 사용료 수입 등으로 수익을 창출하고 있음. 동사의 주요 상품으로는 프리페넴, 영양수액, 이트라코나졸, 메로페넴이 있음."
76,105560,"2008년 설립된 KB금융그룹의 지주회사로서 높은 브랜드 인지도를 바탕으로 은행, 카드, 증권, 생명보험, 손해보험, 저축은행 등 다양한 금융 사업을 영위함. 2020년 푸르덴셜생명을 종속기업으로 편입, 2023년 기존 KB생명보험과 합병함. 2023년 KB신용정보 지분을 국민카드에 매각함. WM, 글로벌, 자본시장부문을 신성장 영역으로 집중 육성하고, 디지털금융 강화 전략으로 No.1 금융플랫폼기업으로 도약하기 위해 노력 중임."
77,415640,Company overview not found on the webpage.
78,432320,Company overview not found on the webpage.
79,002380,"동사는 1958년 창사 이래 건축 산업용 자재와 도료, 실리콘 및 첨단소재를 생산하는 종합정밀화학 기업임. 수익을 창출하는 용역의 성격에 따라 주요 영업부문을 건자재, 도료, 실리콘, 기타 부문으로 구분하고 있음. 건자재부문은 PVC, 석고보드 등이 있으며 도료 부문은 선박용, 자동차용 도료로 구분됨. 건축자재의 내장재 및 보온단열재 대부분 품목에서 동종업계의 선두위치를 확보하고 있음."
80,344820,"케이씨씨에서 인적분할로 설립된 신설회사로 2020년 1월 재상장하였음. 분할 전 회사인 케이씨씨의 사업 중 유리, 인테리어, 파일 사업부문을 영위하고 있음. 유리는 크게 건축용과 자동차용으로 구분되며 건축용 유리는 동사의 주력 제품임. 2020년 12월 자동차 안전유리 사업 등을 영위하고 있는 코리아오토글라스 주식회사, 2022년 4월 친환경 플라스틱 사업 등을 영위하고 있는 코마글로벌을 주식회사를 흡수 합병함."
81,009070,"동사는 컨테이너터미널 사업, 항만하역, 운송, 보관, 중량물 사업, 소화물 사업 등을 영위하는 종합물류기업으로서 1973년 7월 20일 설립됨. 수출입 화물의 항만하역, 창고보관, 육/해상운송, 중량화물 운송 및 설치, 3자물류, 국제물류주선업, 해외사업 등 다양한 분야에서 종합물류서비스를 제공함. 물류센터 추가 준공을 통한 인프라 확보, 베트남과 인도네시아 등 해외 현지법인 설립 및 컨테이너 부지 매입으로 신규사업 추진 중."
82,009440,"동사는 1973년 설립되어 1994년 유가증권시장 상장 후, 2010년 회사분할을 통해 제조사업부문과 투자사업부문을 분리하여 지주회사로 전환함. 대기오염방지플랜트, 환경서비스(폐기물 소각/재활용), 신재생에너지(태양광발전소), 친환경제조사업을 영위하는 글로벌 환경기업임. 환경엔지니어링 사업에는 KC코트렐 등이, 환경서비스 사업부문에는 KC환경개발㈜, KC바이오칩㈜ 등이 소속돼 있음."
83,119650,"동사는 2010년 케이씨그린홀딩스로부터 인적 분할을 통하여 설립되었고 환경오염방지시설에 필요한 기계장치 생산 및 태양광발전 사업을 영위하는 글로벌 환경산업 기업임. 환경엔지니어링 사업부문은 각종 대기오염물질을 저감하는 분진처리설비 및 가스처리설비의 공급과 동 설비의 유지보수, 운영관리 및 기술컨설팅 서비스 사업을 포함. 주요 고객은 석탄화력발전소, 제철소, 시멘트, 석유화학 업종 등 대규모 대기오염물질 배출사업장임."
84,092220,"동사는 반도체제품 및 부품 제조업을 영위할 목적으로 기존법인인 주식회사 케이이씨로부터 제조사업부문이 2006년 9월 9일자로 인적분할되어 설립됨. 주요 제품은 반도체 사업부문으로 TF 등 전력제어 전류증폭과 반도체설비가 있음. 초소형 Package 개발, 모바일화 및 디지털화 요구에 부응한 저 소비전력 제품 개발과 미국 및 유럽 시장 등 시장 개척에 총력을 기울이고 있음."
85,003620,"1954년 설립된 동사는 현재 평택공장에서 렉스턴, 코란도, 티볼리, 렉스턴 스포츠 등 완성차를 생산하고 있으며, 22년 09월 KG그룹으로 편입됨. 2015년 출시한 티볼리는 소형 SUV 시장 개척의 선구자로 인식되고 있으며, 그 인기를 유지하기 위해 국내 최초로 주문제작형 콘셉을 도입. SUV 전문 브랜드인 동사는 레저문화가 커지면서 카라반 캠핑과 펫 글렘핑, 낚시에 제격인 SUV를 시장에서 차별화 시키는 전략으로 성장 계획."
86,016380,"동사와 연결대상 종속회사는 냉연강판과 석도강판, 칼라강판 등 각종 표면처리강판을 주요 제품으로 생산하여 국내외에 판매하는 글로벌 철강 전문회사임. 연결회사는 경영진의 의사결정을 위해 경영진에게 제공되는 보고수준에 따라 영업부문을 철강부문, 기타부문으로 구분함. 2019년 9월, 채권단 공동관리체제에서 벗어나 KG그룹 가족사로 편입된 후 2022년 3월, 케이지스틸 주식회사로 사명을 변경함."
87,001390,"동사는 1954년에 설립 1989년에 유가증권시장에 상장되어 매매가 개시되었음. 건설소재와 비료의 제조 및 판매를 주 사업으로 영위 중임. 감수제, 유지제, 혼화제 등 건설관련 화학소재사업과 친환경 유기질비료, 천연성분 작물보호제, 미생물 제재, 친환경 농자재 등의 생명농업사업을 전개 중임. 연결기업은 사업의 성격에 따라 10개 부문(철강, 자동차, 화학, 에너지, 전자결제, 미디어, 금융, 교육, 요식업, 임대)으로 분류됨."
88,033180,"1984년 2월 7일 ""보암산업 주식회사""로 설립되었으며, 2000년 6월 ""주식회사필룩스"", 2021년 3월 ""케이에이치필룩스 주식회사""로 상호를 변경하였음. 사업부문은 부품사업, 소재사업, 조명사업, 바이오사업, 리조트사업, 기타사업 등 총 6개로 이루어짐. 동사의 사업부문 중 매출 비중이 제일 큰 리조트사업 부문은 5성급 호텔, 콘도, 스키, 골프 등 숙박 및 레저시설과 각종 부대시설을 갖춘 알펜시아리조트를 운영하고 있음."
89,015590,"동사의 화공기기 사업부문은 열교환기, 압력용기, TOWER 등을 주요 생산품으로 하며 화학 PLANT 설비 산업의 일종으로서 국내외 석유화학 산업의 설비 투자와 밀접한 연관이 있음. 동사의 주요 생산품은 유체의 냉각 및 가열 원료 MIXER 분류 및 추출을 용도로 함. CB&I와 Lummus Advanced Breech-Lock Exchanger의 설계 기술 제휴로 향후 LABLEX 타입의 수주를 대비하여 자체 제작함."
90,001940,"동사는 1957년 2월 19일에 한국철강주식회사로 설립되었으며 1989년 11월에 기업공개를 실시하였음. 2008년 9월 1일부로 투자사업부문을 인적 분할하여 KISCO홀딩스주식회사로 변경하고, 2008년 9월 29일부로 유가증권시장 재상장을 승인받았음. 주로 제강, 압연 및 기타 1차 금속제품 제조가공 판매업을 영위하고 있으며 공장내 산소공장에서 생산되는 산소 및 질소, 아르곤 등을 수요처에 판매하고 있음."
91,025000,"1974년 7월 1일 유기화학제품 및 화공약품의 제조와 판매 등을 주 영업목적으로 설립되었음. 폴리프로필렌글리콜(PPG)의 제조, 합성 및 판매업 그리고 전자재료의 제조 및 판매업을 목적사업으로 하고 있음. 자동차용 시트, 가구, 가전제품용 단열재, LNG선 보냉재, 건축용 자재 등 다양한 산업 원료에 사용되고 있음. 전자재료 주요 제품은 LCD용 세정제, 반도체용 식각액 및 반도체 소모성 원료인 CMP PAD가 있음."
92,092230,"동사는 KPX케미칼, 진양산업, KPX개발, KPX글로벌, 진양AMC, 진양물산, KPX CHEMICAL(NANJING) 등을 주요 종속회사로 두고 있는 지주회사임. 종속회사들이 영위하는 사업은 PPG부문, 자동차부품부문, 부동산임대부문, 지주부문 등이 있음. 주요 종속회사들의 성장동인 확보, 경영효율 제고, 지배구조 개선 등의 기대효과를 목표로 지주회사 전환을 실시함."
93,000040,"동사는 1968년 7월 26일에 설립되었으며, 이륜차의 생산 및 판매 등을 주요 사업으로 영위하고 있음. 지속적인 독자기술 개발로 700cc급 고배기량 엔진 기술력을 보유하고 있으며, 국내에서 유일하게 50~700cc급까지 Full Line Up을 갖추고 있음. 2023년 7월 대만 SYM社와 국내 유통계약을 체결 했으며, 우수한 품질을 바탕으로 한 글로벌 메이커인 SYM 제품을 금년 2분기부터 본격 출시."
94,044450,"동사는 1969년 설립되어 동북아 지역에서 액화가스 및 석유화학제품의 해상운송서비스 사업을 영위하여 왔으며, 2007년 10월 26일 유가증권시장에 상장함. 수익을 창출하는 선박의 종류를 기준으로 사업부문을 가스선과 케미칼선 부문으로 구분하고 있음. 가스선 주요 고객은 E1, 한화솔루션, MITSUBISHI 상사 등임. 케미칼선 주요 고객은 GS칼텍스, SK엔무브, METHANEX, SK지오센트릭 등임."
95,030200,"정보통신사업을 영위할 목적으로 1981년 12월 10일에 설립되었음. 유무선통신/컨버전스 사업을 제공하는 ICT, 신용카드사업을 제공하는 금융사업, 위성방송서비스사업, 케이티의 자산을 활용한 부동산사업, 콘텐츠, 정보기술, 글로벌사업 및 자회사가 영위하는 기타사업으로 구분하고 있음. 기존 통신업의 견고한 성장과 더불어 미디어, 금융, B2B 등 비통신 분야에서 고객 중심의 플랫폼으로 혁신을 가속화 하고 있음."
